,id,q,count,classes
1356,1357,"Как я могу обратиться в деканат по поводу договора, если живу в другом городе?",0,
1357,1358,"Я подал документы в ваш УЗ, мне прищло СМС, в котором говорится, что я приглашен на встречу с ректором Дмитриевым С.М. , но в данный момент я нахожусь в городе Иркутске, а в Нижнем Новгороде я буду только 20 августа, так как переезжаю туда с семьей. Как мне поступить? Можно ли перенести встречу?",0,
1358,1359,"К вопросу № 32834: я правильно поняла, что на факультет Энергетики направление Техносферная безопасность 20.03.01 набор на контрактную основу будет во второй волне и списки появятся 8-го августа???",0,
1359,1360,"Не понял, какие 40% основных конкурсных мест? Если смотреть на таблицу, то там нельзя поступить на бюджет после июля. Объясните пожалуйста мне понятно т.к. Не хочется напрасно ездить в нск. Мне нужно понять, есть ли смысл ехать. Я так понимаю, что мне нужно приехать до 10 подать заявление, допустим числа 8го , а какой график работы у приемной комиссии?( Можно с копией, оригинал до 19 августа сдать). Потом в другой день сдавать экзамен( 40% Это вы имеете ввиду, что их остаться мало, но шансы есть) в каких числах и по какому адресу я могу написать вступительный экзамен ? если я прохожу на бюджет , то забираю оригинал с другого вуза и должен его предоставить ам его до 19?!а что за согласие на зачисление?его на каком этапе предоставить?",0,
1360,1361,"Извините нечайно удалила почту. Ответьте пожалуйста, смогу ли я начать обучение в ИНСТиР с 2 или 3го курса после колледжа на факультет психология или на более легкий факультет либо на факультет информатики т,к. я инвалид, у меня тугоухость?? Что вы мне можете предложить? ",0,
1361,1362," Я бы хотела узнать,есть ли у меня шансы поступить на авиастроение на бюджетной основе: там всего 26 мест,из них 3 по квоте, 15-целевой набор,и,как я понимаю,8 для тех,кому повезет. По последней категории меня опережают 13 конкурентов, а по целевому у вас всего 6 человек. Получается,у меня уже нет шансов,или если по целевому не наберутся люди,то я смогу пройти? Заранее спасибо. ",0,
1362,1363,Получается что когда я буду сдавать документы то тогда надо выбрать факультет куда хочу поступить? ,0,
1363,1364,"Какие критерии в каком порядке смотрятся, если общая сумма баллов одинакова? Разве после общей суммы баллов далее смотрят не кол-во баллов по профильному предмету?  одном из рейтингов есть ещё 3 человека с такой же суммой, как у меня. У меня по профильному предмету (информатика) наибольший балл из этих четырех человек, но в списках я только третий, а не первый с такой суммой. Почему?",0,
1364,1365,"Учитывается ли наличие диплома призера олимпиады, если сдаешь копии в электронном виде? Если учитывается то как?",0,
1365,1366,"Здравствуйте.  списке поступающих есть моя фамилия но в столбцах баллы стоят нули, хотя я сдала экзамены и знаю свои баллы.",0,
1366,1367,"Здравствуйте,я сдавала в марте тестирование в ваш УЗ в Казахстане,хотела бы узнать как отразить полученные баллы в рейтинге поступающих?",0,
1367,1368,"опрос: подскажите дату опубликования приказа о зачислении на факультет автоматики и вычислительной техники на контрактной ( договорной) основе. Оплата произведена, договор подписан. ",0,
1368,1369,"Я поступаю на ФЭН, вы написали мой балл по математике, как долго мне ждать моих остальных было по русскому и физике? Помогите пожалуйста",0,
1369,1370,"Скажите, пожалуйста, когда будут вывешены баллы в рейтинге? (Я есть в рейтинговом списке, но пока без баллов)",0,
1370,1371,"Здравствуйте, я подала документы в приемную комиссию лично ещё 27 июня, сразу появилась в рейтинговом списке , но баллов моих там до сих пор нет. Почему??",0,
1371,1372,"Здравствуйте, документы сдали почти две недели назад.  рейтинговом списке все баллы 0 , что это значит? По факту набрано 240",0,
1372,1373," 2017 г есть желание учиться по направлению от з-да Искра по специальности БоеприпасыГде еще может пригодиться данная профессия,кроме завода?",0,
1373,1374,"Общежитие на период поступления выделяется? Если выделяется, то только для абитуриента или для родителей тоже?",0,
1374,1375,"Я нахожусь на учёте в военкомате в Омске, поступил в НГТУ. Чтобы сняться с учёта в моём военкомате мне сказали принести приписное удостоверение и выписку из приказа о моём зачислении. Скажите пожалуйста, где я могу её взять и что она(выписка) вообще из себя представляет? Могу ли я взять её не приезжая в Новосибирск?",0,
1375,1376,"Скажите, пожалуйста! Куда прикладывать документ Заявление о согласии на зачисление в НГТУ? Если в заделе Подача документов в электронном виде этого сделать уже невозможно.",0,
1376,1377,Здравствуйте. После подачи документов по эл.почте в какие сроки их рассмотрят и дадут ответ? ы сами вызываете или нам звонить узнавать?,0,
1377,1378,Здравствуйте я хотел бы спросить когда приедут представители НГТУ для поступления в ваш Уз в город Павлодар ?,0,
1378,1379,"Здравствуйте, у меня вопрос насчет характеристики из армии, смогу ли я поступить если она у меня будет",0,
1379,1380,"к вопросу №31819, если я ас правильно понял, то заявление о согласии можно подать два раза на бюджет и один раз на контракт? но как же формулировка в самом заявлении: О возможности подачи заявления о согласии на зачисление в НГТУ не более двух раз предупрежден? и какие сроки подачи третьего согласия (на контракт)?",0,
1380,1381,Я не могу дозвониться до приёмной комиссии. На какой телефон нужно звонить?,0,
1381,1382,Подскажите пожалуйста телефон деканата ФГО,0,
1382,1383,"к ответу опрос №33558, очень рада что ы отвечаете шаблонно, на сайте эта информация появится? помимо СМС и личного кабинета. СмС на казахстанские номера тоже отправляете? ",0,
1383,1384,"Здравствуйте, интересует довузовская подготовка по дистанционному методу. Написал на cddo@edu.nstu.ru, ответа нет. Телефон указанный на сайте не отвечает, куда обратиться?",0,
1384,1385,"Здравствуйте, меня зовут Ян Лун Никита. Смогу ли я гарантированно трудоустроиться после обучения в ФЛА ",0,
1385,1386,"Здравствуйте.Можно и поступить на бюджет в ИДО? Если да,то каким образом и на какие факультеты и кто именно может претендовать на бюджет ( граждане,соотечественники,иностранцы)? Заранее благодарю за ответ.",0,
1386,1387, Скажите какого числа вы приезжаете в Павлодар? ,0,
1387,1388,"чера должны были быть опубликованы списки рекомендованных к зачислению, но их так и нет. Будут ли они вообще?",0,
1388,1389," Мой сын заканчивает в 2016 году школу и хочет поступать в ваш университет. Проблема в том, что мы живем в Казахстане (г. Степногорск) и выездная приемная комиссия в наш город не приезжает. Могу ли я узнать более подробную информацию когда будут проходить экзамены в г. Астане (это 200 км от Степногорска), где они будут проводиться, контактные телефоны и какие документы необходимо представить. Заранее спасибо!",0,
1389,1390,"Здравствуйте. Есть ли в вашем университете общежития? И если есть ,то дают ли общежитие кем кто поступит на платной основе?",0,
1390,1391,"Здравствуйте, подскажите во сколько начнется День открытых дверей.",0,
1391,1392,Когда будет день открытых дверей?,0,
1392,1393,"Я хотел узнать,если я не смог сдать выездные комиссии,и собираюсь сдавать экзамены у вас в университете,это будет производиться платно или бесплатно?Я живу не в России. Узунов Николай Сергеевич.Заранее спасибо.",0,
1393,1394,На какую электронную почту мне отправлять письмо с заявлением на зачисление?,0,
1394,1395,"Здравствуйте.Я участвовала в первой волне зачисления,но не прошла.Для участия во второй нужно ли заново писать согласие на зачисление того же направления или первого будет достаточно?",0,
1395,1396,"Здравствуйте, у меня такой вопрос, входит ли в специальность теплотехника и теплоэнергетика раздел атомной энергетики? ",0,
1396,1397,"Здравствуйте, хотел узнать куда скидывать заявление и документы в электронном виде?",0,
1397,1398," Можно ли подать документ о согласии на зачисление в электронном виде? Если да , то куда его загружать?(если можно подробно)Спасибо.",0,
1398,1399,Здравствуйте ! Где можно посмотреть проходные баллы на бюджетную форму обучения ?,0,
1399,1400,Здравствуйте !Есть ли бюджетные места на ГФ по специальности Методика преподавания иностранных языков?Заранее спасибо за ответ ,0,
1400,1401,"Здравствуйте,есть ли у вас специальность- адаптивная физ.кул тура и какие формы обучения доступны для данного направления?",0,
1401,1402,"Здравствуйте.  2014 году закончила 11 класс и не набрала нужное кол-во баллов по ЕГЭ для поступления в УЗ, поступила в колледж который заканчиваю в этом году. Могу ли я поступить на заочную форму обучения не по результатам ЕГЭ, а по вступительным экзаменам?",0,
1402,1403,"Добрый день! подскажите пожалуйста, ведется ли набор в аспирантуру на направление юриспруденция? есть ли бюджетные места?",0,
1403,1404,"Здравствуйте. Актуально ли для поступления направление 37.03.01 (030300.62) Психология (очно-заочная форма, второе высшее) в НГТУ на данный момент?  плане набора его нет, а по поиску - есть. Проясните, пожалуйста.",0,
1404,1405,"Приветствую! Желаю поступить в аш УЗ на заочную форму обучения по специальности Электроэнергетика и электротехника. Меня интересует имею ли я еще время для поступления в 2016 году? А также интересует вся сопутствующая информация об обучении т.е. его стоимости, вступительных испытаниях, времени проведения и количестве дней учебных сессии, делается ли справка-вызов для жителей других регионов РФ перед сессией? Спасибо!",0,
1405,1406, Не могли бы вы подсказать проходные баллы для поступления на факультет филологии в 2016. Спасибо. ,0,
1406,1407,"Здравствуйте,прочитала что в 2017 году на факультет ФГО запланировано направление Журналистика, будут ли бюджетные места?Какие экзамены будут сдаваться? Имеется ли выездная коммисия на территорию Казахстана?Если да,то в каких месяцах? И где можно найти контактные данные?",0,
1407,1408,"Здравствуйте, я бы хотел узнать, если я подал документы в июле, могу ли я сдавать экзамены в августе или я должен сдавать их в июле? ",0,
1408,1409,"Здравствуйте,а можно ли в августе сдать экзамены на очною форму обучения?(на юрид.факультет) т.к. в настоящее время я нахожусь в РК.",0,
1409,1410,"Добрый день, на ФЛА.7 и ФЛА.7п по 10 человек на бюджетные места, контрактников нет. Группы могут объединить или такое не возможно, т.к. одна из программ практико-ориентированная? ",0,
1410,1411,Здравствуйте Где можно узнать в какую группу распределили?,0,
1411,1412,"Здравствуйте, где я могу получить свой договор на обучение? ",0,
1412,1413,Здравствуйте. Где можно узнать в какой группе я буду учиться?,0,
1413,1414,"Добрый день! Подскажите, какая специальность присваивается по окончанию обучения по направлению филология? ",0,
1414,1415,"Здравствуйте, заполнил анкету на зачисления, скачал файл для печати, но заметил, что в анкете не спрашивалось про общежитие, но написано, что я не нуждаюсь в нем. Как это испраить? ",0,
1415,1416,"Здравствуйте, а можно ли поменять направления в заявлении?",0,
1416,1417,"Доброе утро.Может ли,например,друг подать мои документы?",0,
1417,1418," специальности 02.02.03 по рейтинговому списку я(Козлов А.М.) нахожусь ниже человека, у котрого баллов по профильному предмету(информатика) меньше, чем у меня.(общая сумма баллов одинакова, кол-во баллов по предмету математика одинаково). Так и должно быть? Если нет, то что мне делать?",0,
1418,1419," Скажите,пожалуйста,когда будет заселение МТФ?",0,
1419,1420,"Здравствуйте.Как узнать номер личного дела,чтобы указать его в согласии на зачисление?",0,
1420,1421,Здравствуйте. Где можно узнать номер личного дела?,0,
1421,1422,"Здраствуйте, у меня такой вопрос, у меня есть согласие на выбраную мной професию, но я побоялся что могу на неё не поступить и отправил согласие на другую специальность. Если я паступлю по первому согласию, то вдруг оно анулируется когда придет второе согласие, а я не хочу чтобы это произошло, а второе согласие уже в пути. Подскажите пожалуйста что мне делать в этой ситуации?",0,
1422,1423,"подскажите пожалуйста,есть ли в институте военная кафедра?",0,
1423,1424,"Здравствуйте. Мой сын хочет получить специальность инженера-конструктора. Подскажите пожалуйста какой факультет нам выбрать, какие предметы по ЕГЭ необходимо сдать, стоимость обучения в год. ",0,
1424,1425,Здравствуйте я из Казахстана.Если у вас курсы для поступления в ваш УЗ?Можно ли мне поступить на бюджетной основе?,0,
1425,1426,Добрый день! Я из Казахстана учусь в 10 классе. Подскажите как мне можно подготовиться для поступления в ваш УЗ. озможно ли проходить подготовку не выезжая из страны или надо ехать на проживание к вам? И есть ли в Казахстане ваши представители? Спасибо,0,
1426,1427," Есть ли специальность химическая технология органических веществ или только химическая технология? Сколько нужно набрать баллов, что бы поступить на бюджет?",0,
1427,1428,"Здравствуйте, есть ли у вас курс обучения по специальности Сурдопереводчик? Если нет, то будет ли открыто обучение по данному направлению в 18-19 уч. году? ",0,
1428,1429,"Здравствуйте,подскажите пожалуйста есть ли у вас бюджетные места на специальность Управление персоналом?",0,
1429,1430,Добрый день! Хотелось бы обучатся в вашем университете. Я из Казахстана образование высшее имеется. Хотелось бы поступить на факультет химии на очное тли заочное обучение на следущий год. Какие нужны документы и какая оплата обучения и сколько лет учится??,0,
1430,1431, Как у вас проводится набор студентов на 2017-2018 учебный год? По вступительным экзаменам или по результатам ЕГЭ?,0,
1431,1432, У меня возник вопрос: для поступления требуются результаты ЕГЭ и вступительных экзаменов или достаточно результатов ЕГЭ? Не могу разобраться.,0,
1432,1433,"Здравствуйте, скажите пожалуйста на факультет экономики (т.к. нет бюджета) когда буду объявлены результаты зачисления, и по каким спискам ориентироваться: общий рейтинговый список, список только по поданным оригиналам на текущий момент или список только по поданным оригиналам и согласиям на текущий момент?",0,
1433,1434,"Здравствуйте, подали копии документов на ФПМИ,подходит время подавать оригиналы, но очень волнует вопрос с общежитием, в котором очень нуждаемся, мест свободных вроде всего 80, как узнать нам сейчас, что нам точно предоставят место в общежитии?",0,
1434,1435," Я иногородний, если не пройду в первой или второй волне на бюджет, то буду обучаться на контрактной основе. Скажите, возможно ли будет получить общежитие в данном случае? се будет зависеть от количества свободных мест в общежитии?",0,
1435,1436,"Добрый день! Если я поступлю на бюджет и я нуждаюсь в общежитии, мне его предоставят 100%? Меня интересует общежитие № 3, можно ли где-то больше узнать об условиях проживания в нём?",0,
1436,1437,"Здравствуйте. Когда я подавала документы, то у меня была новосибирская прописка. Сейчас по семейным обстоятельствам мне нужно сменить прописку на иногороднюю, соответственно появилась потребность в общежитии. Могут ли дать мне место в таком случае?",0,
1437,1438,"Здравствуйте. Я с другого города, планирую снимать квартиру во время обучения. Но для постановки на воинский учёт, необходима прописка, могу ли я сделать прописку в общежитии, но проживать на съемной квартире?",0,
1438,1439,Доброе утро! Как поступить на дистанционное обучение на Автоматизацию технологических процессов и производств гражданам Казахстана? ,0,
1439,1440," Если я подавала заявление в электронном виде, то в какое окно вприеной комиссии мне можно подать оригинал и согласие?",0,
1440,1441,"Здравствуйте, На следующий год собираюсь поступать на квалификацию Техник-программист. Имеются ли какие либо подготовительные курсы?",0,
1441,1442,"  правилах приём сказано, что при заключении договора на очное обучение по программе бакалавриата с ПЗ возможно предоставление не оригинала документа об образовании, а его нотариально заверенной копии. Но в договорном отделе по телефону сказали, что принимают только оригиналы. Где правда?",0,
1442,1443, Для подачи документов для поступления обязателен общегражданский паспорт? Или можно подать заграничный паспорт? ,0,
1443,1444,"Здравствуйте,подала документы на логистику,после 3 августа повезу оригиналы, в какой момент заключается договор и происходит оплата? ",0,
1444,1445,"Здравствуйте. Я пыталась зарегистрироваться в личном кабинете, но мне вышла запись, что я уже зарегистрирована, а логина и пароля у меня нет. Как их получить? Спасибо",0,
1445,1446," Я правильно понимаю что в дни, представленные на данной странице (http://www.nstu.ru/magistracy/mag_exams_schedule) для любого направлерия и я могу прийтив любой из этих дней и в любую смену или же где-то идет запись на определенный день?",0,
1446,1447," Где я могу забрать свой подлинник аттестата, и в какое время? ",0,
1447,1448,"Здравствуйте. При подаче документов (сразу оригинал), нужны только вот сами эти документы (аттестат то есть), паспорт и заявление заполнить. А нужны ли будут при подаче фотографии 4 штуки 3x4 ? И результаты ЕГЭ как я понял есть в электронном виде и определяются по аттестату?",0,
1448,1449, Подают документы в электронной форме. Имею золотой значок ГТО. Как указать его наличие?,0,
1449,1450,Здравствуйте. Какие документы надо принести на приемную комиссию? Нужно ли обязательно принести фотографии что бы документы приняли?,0,
1450,1451,"Добрый день. Подскажите, в рейтинговых списках будет написано рекомендован к зачислению?",0,
1451,1452,"Здравствуйте. Простите, я не получил ответа на вопрос, возможен ли в принципе перевод в рамках одного факультета (ФЛА) со специальности прикладная механика или физика на специальность самолето и вертолетостроение? Спасибо.",0,
1452,1453,"Здравствуйте, скажите пожалуйста, если я поступаю по контракту, возможно ли в процессе учебы перевестись на бюджет? Если да, то каким образом? ",0,
1453,1454,Здравствуйте. Подскажите как работает деканат механико-технологического факультета?  пятницу в 4 часа там уже никого небыло,0,
1454,1455," как узнать, что мое заявлении о согласии приняли? (отправляла скан. документа)",0,
1455,1456,"Добрый день. Как узнать, получили ли мое согласие на контракт, если я не попаду на бюджет?",0,
1456,1457,Добрый день! А где смотреть результаты зачисления на заочную форму обучения факультет ФМА 9/362 Смирнов Иван Алексеевич,0,
1457,1458,"Здравствуйте, когда примерно начинаются вступительные экзамены на заочную форму обучения?",0,
1458,1459,"Здравствуйте, в каком случае меня могут не зачислить в университет ? ",0,
1459,1460,"Здравствуйте, подскажите пожалуйста, будут ли бюджетные места в 2017 году на ЮФ ?",0,
1460,1461,"Я учусь в техникуме на последнем курсе (4 курс), по специальности энергетик. Хотела бы поступить в ваш университет, скажите мне пожалуйста на каких основаниях я могу поступить в ваш университет?",0,
1461,1462,"Здравствуйте,а что будет с теми,кто не выдержал вступительные экзамены в магистратуру?они все еще будут участвовать в конкурсе?",0,
1462,1463,Добрый день. Могу ли имея образование СПО в энергетике (техник - теплотехник) поступить на энергетический менеджмент по вступительным испытаниям. ,0,
1463,1464,Здравствуйте.  2017г ребёнок собирается поступать в аш УЗ по специальности web-программирование. Ребёнок имеет 3-ю группу инвалидности. Есть ли в связи с этим какие-либо льготы при поступлении?,0,
1464,1465,Добрый день!У меня есть направление на целевое обучение (будет отправлено организацией в ваш адрес по почте). До какого числа мне необходимо подать документы?,0,
1465,1466,"Здравствуйте,а как в списке понять,что твоё вторичное согласие на зачисление дошло и проверено по эл.почте?",0,
1466,1467,"Ещё раз  Я отправила скан вторичного согласия по интернету на ваш эмэйл-адрес scan2016@corp.nstu.ru Что мне делать дальше? И нужно-ли что-то делать вообще? Должно-ли прийти какое-то уведомление, что вам всё пришло? С уважением.",0,
1467,1468," Если не подать оригинал аттестата до 26 июля,буду ли я проходить зачисление если прохожу по баллам?",0,
1468,1469," Как будут обновляться рейтинги поступающих с 27июля по 1 августа с учетом подавших оригинал и согласие в этот период? И стоит ли ждать с подачей согласия до 1августа чтобы по факту оценивать свои шансы? И может быть так, что из-за массовой подачи согласия по электронной почте в последний день по техническими причинам можно не успеть к сроку окончания приема?",0,
1469,1470,"Здравствуйте, как узнать о поступлении на ЮФ в магистратуру?  рейтинге абитуриентов информацию не смогла найти.",0,
1470,1471,"Здраствуйте! Скажите, пожалуйста, как будет формироваться список на 27 июля (пречитывала несколько раз правила приема, от так и нашла ответ на свой вопрос)? Колличество абитуриентов в списке будет соответствовать числу оставшихся мест (бюджетные, но без целевых и квоты) или чуть больше? едь должно быть заполнено 80%. Поясните или где и у кого можно узнать эту информацию. ",0,
1471,1472,"Здравствуйте,как узнать рекомендован я к зачислению или нет? ",0,
1472,1473,Здравствуйте. Где в согласии указывать поступаю я на бюджет или на контракт?,0,
1473,1474,"Здравствуйте. Я поступаю в магистратуру, я написала согласие на бюджет по специальности Манеджер ФЭН, но я не вошла в 60% зачисления в первой волне.  августе будет вторая волна, есть вариант что меня сместят с бюджетного места. Можно мне в августе перевестись на другой факультет на туже специальность и бюджет, если вдруг меня сместят?",0,
1474,1475,"Доброе утро, подскажите, пожалуйста, если в заявлении указан факультет и направление (бюджет), а я не пройду на бюджет - будет ли мне предложено поступить на контрактной основе или нужно заранее переписывать заявление? Согласие и оригиналы в комиссии.",0,
1475,1476,"Здравствуйте. У меня был заключен договор на контрактное обучение, потом я переписал согласие на бюджетное зачисление. опрос: мой договор действителен? Или мне нужно заново заключать контракт",0,
1476,1477,"Здравствуйте, оставил данные о результатах ЕГЭ в личном кабинете. Когда они появятся в рейтинге?",0,
1477,1478,"Здравствуйте, в течении скольки дней проверяются документы в анкете поступающего? ",0,
1478,1479,Добрый день!  какое время сегодня опубликуют приказы о зачислении магистрантов?,0,
1479,1480,"Здравствуйте. чера отправял скан согласия о зачислении. Когда в рейтинговых списках(на вашем сайте) отобразится в графе, что вы его получили?",0,
1480,1481," Есть ли На специальности перевод и переводоведение,такой вид перевода,как:технический?",0,
1481,1482,вступительные экзамены в каков виде будут?,0,
1482,1483,"Здравствуйте, в 2017 году я заканчиваю 9 класс. Проживаю в Новосибирской области. Хочу поступать в НГТУ на химические технологии. Есть ли возможность закончить 10-11 класс в ЦДО НГТУ или лицее при НГТУ? что вы можете мне посоветовать?(учусь на отлично, имею КМС)",0,
1483,1484,"Добрый день! Подскажите, пожалуйста, правильно ли я понимаю, что те, кто уже сдали экзамены для поступления магистратуру в первой волне и подлежат зачислению 25 июля, автоматически выбывают из конкурса и занимают бюджетные места? А те, кто будет сдавать экзамены во второй волне смогут претендовать только на бюджетные места, оставшиеся после зачисления первой волны? Спасибо.",0,
1484,1485,"Добрый день! Как в электронном заявлении можно выбрать специальность 13.03.02 Электроэнергетика и электротехника, практико-ориентированная программа в качестве альтернативы к 13.03.02 Электроэнергетика и электротехника",0,
1485,1486,"Здравствуйте. Я являюсь инвалидом с детства. Собираюсь использовать право на прием на обучение в пределах особой квоты по результатам ЕГЭ. Согласно пункту 45 правил приема:  случае использования особых прав для поступления в соответствии с подпунктами а и б пункта 28 документы предоставляют лично поступающим (его доверенным лицом) или через операторов почтовой связи. Объясните, могу ли я подать документы в электронном виде в личном кабинете, или мне необходимо подать их лично, и в какие сроки? Спасибо.",0,
1486,1487,"Здравствуйте, для дистанционного образования , как вообще?какие документы подавать?",0,
1487,1488,"Здравствуйте) Школу окончила в 2005 году, могу ли я поступить в ваш университет? Какие экзамены для этого нужно сдать?",0,
1488,1489,"Добрый день хотел бы получить второе высшее образование по экономическому направлению. Первое образование было получено на факльтете автоматики, закончил в 2007г. Какие шансы на поступление? Есть ли бюджетные места по этим специальностям? ",0,
1489,1490, Хотел бы поступить на заочное отделение возможно это еще или нет?,0,
1490,1491,Доброго дня. Хотелось бы получить второе высшее образование на факультете энергетики. Закончился ли набор в этом году и в каком месяце след.года можно подавать документы на поступление? Заранее благодарю за ответ.,0,
1491,1492,"Здравствуйте. Я сам из Казахстана, имею высшее образование. Хочу получить второе высшее у вас в НГТУ. Хочу у ас узнать что нужно для поступления? сроки обучения? стоимость обучения? какие вступительные экзамены нужно сдавать? а также хотел бы узнать на счёт заочной формы обучения? меня там тоже интересуют сроки, стоимость, что необходимо для поступления? И ещё до какого числа вы принимаете документы на поступление?",0,
1492,1493,"Здравствуйте еще раз! У меня к ам такой вопрос,в данный момент я нахожусь на терр.РК,но я уже подала документы в электронном виде,первый экзамен будет 13-го июля,как написала раньше я нахожусь на терр.РК и в данное время не могу приехать.Могу ли я сдать экзамен (а именно обществознание) на несколько дней позже?",0,
1493,1494,"Здравствуйте)Я была зачислена на бюджет ФЭН 8 августа.Скажите,пожалуйста,когда мне приехать в город для заселения в общежитие?Нужно ли отправлять заранее какие-то документы и заявления.Подавала документы электронно и там просто указала,что нуждаюсь в общежитии Р.S.Я иногородняя.Спасибо заранее за ответ.",0,
1494,1495,"Здравствуйте, я поступил на ФЭН4, документы подавал лично и в личном кабинете не регистрировалася, ( в расписке мне ничего не указали, ни логин, ни паорль) Живу в Казахстане, хотел бы уточнить, когда будет заселение в общежитие, чтобы выехать заранее и вовремя. Где смотреть информацию? Спасибо!",0,
